Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
17.02.20;09:59:14;1;0;0.1696;0.1647;0.1627;0.1672;0.1613;0.1593;0.1657;0.1873;0.1672;0.1613;0.5887;0.6059;0.6235;0.6176;0.6186;0.6211;0.6225;0.6240;0.6162;0.5765;0.712;0.728;0.739;0.729;0.739;0.743;0.734;0.700;0.729;0.720;
