Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
07.02.20;12:55:49;1;0;0.2392;0.2387;0.2221;0.2270;0.2181;0.2093;0.2054;0.1936;0.2216;0.2451;0.2397;0.2456;0.5735;0.5319;0.5446;0.5730;0.5672;0.5176;0.5466;0.5015;0.5426;0.5618;0.5686;0.5377;0.583;0.551;0.592;0.604;0.615;0.596;0.624;0.614;0.592;0.564;0.578;0.543;
