Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
17.02.20;09:55:38;1;0;0.1529;0.1966;0.1515;0.1946;0.1902;0.1966;0.1917;0.1716;0.1799;0.1917;0.4917;0.6304;0.5392;0.6020;0.5593;0.6152;0.5755;0.5755;0.5873;0.6176;0.689;0.688;0.719;0.677;0.660;0.680;0.667;0.702;0.694;0.690;
