Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
17.02.20;09:51:31;1;0;0.1588;0.1603;0.1657;0.1500;0.1681;0.1515;0.1583;0.1485;0.2039;0.1750;0.5490;0.5569;0.5672;0.5392;0.5686;0.5196;0.5343;0.4946;0.6078;0.5652;0.711;0.712;0.708;0.722;0.704;0.708;0.704;0.700;0.665;0.690;
