Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
07.02.20;13:01:19;1;0;0.2289;0.2289;0.2167;0.2093;0.1912;0.1971;0.1858;0.1843;0.1877;0.1926;0.1789;0.1627;0.7088;0.6779;0.6422;0.6279;0.6020;0.5985;0.5505;0.5176;0.6348;0.6240;0.5657;0.5054;0.677;0.662;0.663;0.667;0.682;0.671;0.663;0.644;0.704;0.691;0.684;0.678;
