Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
07.02.20;12:46:03;1;0;0.1912;0.1926;0.1882;0.1765;0.1686;0.2029;0.1951;0.1804;0.2078;0.2123;0.2044;0.2034;0.5681;0.5701;0.5711;0.5461;0.4191;0.4882;0.4917;0.4328;0.5603;0.5407;0.5382;0.5505;0.664;0.662;0.670;0.677;0.598;0.584;0.603;0.583;0.629;0.607;0.620;0.630;
