Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
07.02.20;12:49:09;1;0;0.3162;0.3147;0.2926;0.2667;0.2475;0.3103;0.3137;0.3025;0.2750;0.2706;0.7995;0.7887;0.7500;0.7265;0.6701;0.7897;0.7799;0.7691;0.7422;0.7132;0.605;0.601;0.610;0.633;0.631;0.607;0.598;0.607;0.629;0.621;
